ID	URL	code_http	encodage	nombre_de_mots
	https://fr.wikipedia.org/wiki/Robot	200	UTF-8	5681
	https://fr.wikipedia.org/wiki/Robot_de_cuisine	200	UTF-8	1161
	https://fr.wikipedia.org/wiki/Bot_informatique	200	UTF-8	2583
	https://fr.wikipedia.org/wiki/Atlas_(robot)	200	UTF-8	1167
	https://roboty.magistry.fr	000		0
	https://fr.wikipedia.org/wiki/Robot_(Leonard_de_Vinci)	404	UTF-8	440
	https://fr.wiktionary.org/wiki/robot	429	utf-8	71
	https://fr.wikipedia.org/wiki/Protocole_d%27exclusion_des_robots	429	utf-8	71
	https://fr.wikipedia.org/wiki/Robotique	200	utf-8	71
